Make,Model,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,RiskScore
Cessna,177RG,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,210,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Boeing,727-235,3.0,Non-Fatal,0.0,1.0,1.0,51.0,7.0
Piper,PA-23,2.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
Embraer,EMB-11OP1,2.0,Incident,0.0,0.0,0.0,16.0,0.0
Beech,A36,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-140,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T210N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Great Lakes,2T1A-2,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing,B-727-200,3.0,Incident,0.0,0.0,0.0,83.0,0.0
Piper,PA-44-180T,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Balloon Works,FIREFLY,0.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,172H,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,58,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,P206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,47G2,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,404,2.0,Non-Fatal,0.0,0.0,0.0,7.0,0.0
Pitts,51,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172L,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Cessna,182Q,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-36-375,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,150M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,56TC,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Grumman,G-21A,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-22-150,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,4.0,0.0,0.0,20.0
Piper,PA-28-180,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
De Havilland,DHC-6,2.0,Fatal(1),1.0,10.0,1.0,0.0,62.0
Grumman,AA-5A,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA-32R-301T,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,1.0,3.0,2.0
Mooney,M-20C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bellanca,7GCBC,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Fairchild Hiller,227C,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Bellanca,8KCAB,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Kaman,HH-43F,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Bellanca,14-19-3A,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,421C,2.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
Grumman,G-164A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,A185F,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,210A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-60,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,A188B,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Bell,206B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-60/601P,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Rockwell,COMMANDER 114,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Beech,BE-95-C55,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Swearingen,SA-227,2.0,Incident,0.0,0.0,0.0,12.0,0.0
Weatherly,201C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,310Q,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,414,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Eagle,DW-1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210L,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,421B,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,23,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-23,2.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
Beech,D18S,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Robinson,R22,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,B90,2.0,Incident,0.0,0.0,0.0,3.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-20,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,182C,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aeronca,11AC,1.0,Incident,0.0,0.0,1.0,0.0,2.0
Beech,T-34B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,150G,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,170,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Hughes,269C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,320C,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,T210M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Barnes,FIREFLY-7,0.0,Non-Fatal,0.0,1.0,1.0,2.0,7.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,T21OL,1.0,Fatal(6),6.0,0.0,0.0,0.0,60.0
Barnes,BALLOON AX7,0.0,Non-Fatal,0.0,0.0,1.0,4.0,2.0
Piper,PA-32-260,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172L,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Schweizer,SGS1-260,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,J3-F65,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,140A,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,47G,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-25-235,1.0,Fatal(1),1.0,0.0,1.0,1.0,12.0
Homebuilt,PDQ-2,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-25-235C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bellanca,8GCBC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,206B III,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,U206,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,A152,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Ercoupe,415-C,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Hughes,500,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,182RG,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Beech,35-B33,1.0,Non-Fatal,0.0,0.0,1.0,3.0,2.0
Piper,J3F-65,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Mooney,M20F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,206B,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,150,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Bell,12,2.0,Non-Fatal,0.0,1.0,0.0,5.0,5.0
Cessna,172RG,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,P210N,1.0,Non-Fatal,0.0,0.0,4.0,0.0,8.0
Cessna,170,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,B35,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-36,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,310K,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mooney,M20E,1.0,Fatal(1),1.0,0.0,1.0,0.0,12.0
Piper,PA-30,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Smith Aerostar,600,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182L,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Beech,C-24R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,P337H,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,B58,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Schweizer,SGS-1-35,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-23,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Barnes,AX-7,0.0,Non-Fatal,0.0,1.0,1.0,2.0,7.0
Cessna,172,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Cessna,182P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mooney,M20K,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Taylorcraft,BC12-D,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,310,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-180,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Rockwell Intl,114,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172M,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Mooney,M20J,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Cessna,172RG,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Howard Aircraft Corp.,DGA-15P,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,177RG,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Bell,206B III,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Hiller,UH-12E,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,T188C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing,707-131B,4.0,Incident,1.0,0.0,0.0,0.0,10.0
Piper,PA-28-140,1.0,Incident,0.0,0.0,0.0,1.0,0.0
Piper,PA-28R-180,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,TR182,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Schreder,RS-15,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,E18S,2.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-23 250,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Swearingen,SA-266TC,2.0,Incident,0.0,0.0,0.0,9.0,0.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,V35B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hiller,12E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Rockwell,S-2R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210D,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Douglas,DC-9-82,2.0,Incident,0.0,0.0,0.0,68.0,0.0
Cessna,172,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Rockwell,S-2R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Varga,2150A,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Piper,PA-28-151,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150M,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hatz,CB-1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,U-206,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bellanca,7GCBC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Nord Aviation,262A-12,2.0,Incident,0.0,0.0,0.0,30.0,0.0
Cessna,T337C,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,150J,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Beech,95-55,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,95-B55,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Cessna,172G,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,310,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Robinson,R22,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Piper,PA-38-112,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-34-200,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,F33A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-30,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,501,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bellanca,7ECA,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182J,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,A36TC,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-32,1.0,Non-Fatal,0.0,0.0,5.0,0.0,10.0
Crook,M-1,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210G,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,120,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
American Yankee,AA-1,1.0,Fatal(6),6.0,0.0,0.0,0.0,60.0
Boeing,KC-135A,4.0,Fatal(6),6.0,0.0,0.0,0.0,60.0
Piper,PA-22-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-301T,1.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
Cessna,182B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Helio,H-295,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,182H,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Colonial,C-1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,200,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA-28,2.0,Non-Fatal,0.0,1.0,2.0,1.0,9.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Taylorcraft,BC12-D,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,182,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-28R-201,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Beech,C-45H,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T188C,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-18-135,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,210,1.0,Non-Fatal,0.0,1.0,0.0,2.0,5.0
Cessna,210M,1.0,Non-Fatal,0.0,0.0,2.0,2.0,4.0
Beech,B24R,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,182P,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,T210G,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Gulfstream American,G-164B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-31P,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,58,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,340A,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,402C,2.0,Incident,0.0,0.0,0.0,3.0,0.0
Cessna,340,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,T210M,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,C24R,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Bell,206 L-1,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mooney,M20K,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-18-150,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172N,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,150,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28RT-201,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Hiller,UH12E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,J3C-65,1.0,Incident,0.0,0.0,0.0,1.0,0.0
Cessna,401,2.0,Fatal(5),5.0,2.0,0.0,0.0,60.0
Piper,PA-24-260,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,421,2.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Bede Aircraft,BD-4,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Mooney,M20F,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,4.0,0.0,8.0
Cessna,180J,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-24-250,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,A188B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,47J-2A,1.0,Non-Fatal,0.0,1.0,0.0,2.0,5.0
Beech,F35,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,182,1.0,Non-Fatal,0.0,3.0,2.0,0.0,19.0
Cessna,421C,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Benson,B-8M,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,177,1.0,Non-Fatal,0.0,2.0,3.0,0.0,16.0
Piper,PA-38,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Rockwell,NA-265-80,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Cessna,172F,1.0,Incident,0.0,0.0,0.0,2.0,0.0
Cessna,172N,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172N,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Luscombe,8E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,A23-24,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Luscombe,8E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Enstrom,F-28A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mckinley Eaa,P-2 BIPLANE,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Airmate,HP-10,0.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,210,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hughes,H-369HS,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Mooney,M20E,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,U206G,1.0,Fatal(2),2.0,2.0,0.0,0.0,30.0
Cessna,T210M,1.0,Fatal(5),5.0,0.0,0.0,0.0,50.0
Piper,PA-32R,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Robinson,R-22,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Grumman,AA-5B,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,172M,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
B??lkow,PHOEBUS C,0.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150M,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Aerospatiale,SA316B,1.0,Non-Fatal,0.0,4.0,3.0,0.0,26.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Howard Aircraft Corp.,DGA-15P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,310B,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,177,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Snow,AT-301,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,414,2.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-38,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Bellanca,8KCAB,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Rockwell,690A,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Taylorcraft,BC-12D,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,65-A90,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-44,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Rockwell Commander,AC-100,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-30,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing,707-123B,4.0,Non-Fatal,0.0,0.0,0.0,7.0,0.0
Piper,PA-28-201T,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Piper,PA-28-236,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Rotorway,SCORPION TOO,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-28-151,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Gulfstream,G159-C,2.0,Incident,0.0,0.0,0.0,20.0,0.0
Beech,65-88,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Piper,PA-28R-180,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,177RG,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
